PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
350,1,1,"White, Mrs. Ida",female,,1,0,257508,57.58,,S
351,0,3,"Martinez, Mr. James",male,31.08,0,0,809722,2.3562,,S
352,1,1,"Jones, Mr. James",male,40.54,0,0,932134,25.0975,D89,C
353,0,3,"Martinez, Mr. Robert",male,33.18,0,0,559813,13.7268,C30,C
354,0,3,"Anderson, Mr. Charles",male,26.71,0,0,829363,1.6521,,Q
355,0,3,"White, Mr. Henry",male,35.64,0,0,842857,18.3434,G82,S
356,0,3,"Davis, Mr. Edward",male,26.23,0,0,592516,26.0317,C145,S
357,0,3,"Miller, Mr. John",male,35.2,0,0,831399,20.6165,,S
358,0,3,"Williams, Miss. Margaret",female,36.32,0,1,18848,23.4314,,S
359,0,3,"Thomas, Miss. Helen",female,14.54,0,2,44962,1.73,,C
360,0,3,"Thompson, Master. George",male,1.49,0,0,884831,9.684,,S
361,0,3,"Moore, Mr. John",male,45.07,0,0,149027,5.1033,,S
362,0,1,"Martinez, Mr. William",male,41.34,0,0,730483,17.1749,,C
363,0,1,"Martin, Mr. Frank",male,,0,0,425924,50.0719,,Q
364,1,1,"Martinez, Mr. Thomas",male,28.72,0,0,790027,196.9825,,S
365,1,3,"Harris, Miss. Emily",female,35.03,0,1,668558,37.9599,,Q
366,1,2,"Williams, Miss. Mary",female,26.36,1,0,81106,8.5487,,S
367,0,3,"Anderson, Miss. Helen",female,18.34,0,0,343463,12.5208,,S
368,0,3,"Harris, Major. Robert",male,43.21,0,0,711473,15.7393,,S
369,1,2,"Anderson, Mrs. Ida",female,,1,0,922335,14.5725,,Q
370,0,3,"Johnson, Dr. William",male,14.62,0,1,806542,27.2761,,C
371,0,3,"Martinez, Mr. John",male,27.75,0,0,892943,8.2677,,S
372,0,2,"Davis, Mr. Charles",male,35.08,3,0,957068,10.7533,,S
373,1,2,"White, Mrs. Elizabeth",female,36.45,2,0,895276,8.9534,,S
374,0,2,"Martin, Mr. Robert",male,41.85,1,0,584665,14.4927,D77,S
375,1,1,"Wilson, Miss. Florence",female,40.58,0,0,342782,3.2656,,C
376,0,1,"Smith, Mr. Edward",male,44.36,0,0,512960,61.6106,,S
377,0,3,"White, Mrs. Ida",female,21.63,8,0,797734,13.0929,,C
378,0,2,"Miller, Mr. William",male,30.82,3,0,431142,20.5051,,S
379,0,2,"Garcia, Mr. James",male,,0,1,832517,7.2224,,S
380,0,3,"Taylor, Mrs. Alice",female,27.8,0,0,704274,13.5133,,S
381,0,3,"Moore, Mr. Charles",male,35.04,0,0,217223,13.3092,E85,Q
382,0,3,"Harris, Dr. John",male,,0,1,921612,13.5254,E108,S
383,0,3,"Garcia, Mr. Henry",male,25.57,1,0,847796,20.8891,,S
384,0,3,"Brown, Mr. Thomas",male,14.48,0,0,603756,4.6433,,S
385,1,2,"Miller, Mr. James",male,30.88,0,2,202166,14.7087,,C
386,0,3,"Wilson, Mr. Edward",male,24.64,0,0,235010,2.1859,,C
387,0,3,"Thompson, Mr. Frank",male,27.51,0,0,841048,19.585,,C
388,1,3,"Thompson, Miss. Elizabeth",female,53.68,0,0,27398,5.3345,B78,S
389,0,1,"Garcia, Mr. Frank",male,31.19,0,0,488774,141.6645,,C
390,0,3,"Williams, Mr. John",male,30.49,0,0,622921,23.6544,,S
391,0,3,"Miller, Rev. James",male,38.89,3,1,240176,10.59,F67,S
392,1,1,"Miller, Mr. Thomas",male,39.27,0,0,865951,62.3423,,S
393,0,3,"Jones, Mr. Frank",male,,0,1,527092,3.2073,,S
394,1,3,"Robinson, Miss. Elizabeth",female,20.09,0,0,75315,12.2221,,Q
395,1,1,"White, Mrs. Alice",female,42.21,0,0,326960,127.3207,,Q
396,0,3,"Miller, Mr. Thomas",male,14.62,0,0,403595,14.7651,,S
397,0,3,"White, Mr. Charles",male,20.43,0,0,230578,29.4716,C101,S
398,0,2,"Thompson, Mr. Thomas",male,33.24,0,0,940645,13.3942,,C
399,0,3,"Martin, Mr. Henry",male,36.0,0,0,366900,8.9419,,Q
400,0,2,"Davis, Mr. William",male,34.15,0,0,506659,8.4731,C145,C
401,1,2,"Jones, Mrs. Emily",female,46.37,0,0,539907,63.7122,D117,S
402,0,3,"Thompson, Mr. Frank",male,23.77,0,0,228451,3.1771,,S
403,0,3,"Thomas, Mr. Edward",male,20.68,0,0,572233,19.7531,C70,
404,0,1,"Brown, Mr. William",male,73.15,0,0,360119,129.1193,,C
405,0,3,"Harris, Mr. James",male,30.13,0,0,20217,20.4501,,C
406,1,3,"Martinez, Mr. John",male,15.65,0,0,414057,6.0868,,S
407,0,2,"Martin, Mr. Frank",male,,0,0,588003,15.8394,,S
408,0,3,"Thompson, Mrs. Helen",female,,0,0,126116,17.8378,,S
409,0,1,"Anderson, Mr. Edward",male,50.18,8,0,781588,44.7388,,C
410,0,3,"Davis, Mr. George",male,20.26,8,0,664183,9.4708,,S
411,0,3,"Martinez, Mr. James",male,,8,0,316867,7.4031,,S
412,0,3,"Wilson, Mrs. Mary",female,24.17,0,0,596242,12.8474,,C
413,0,1,"Anderson, Mr. Edward",male,,0,0,310620,74.9972,,C
414,1,3,"Smith, Miss. Florence",female,13.99,0,1,651245,32.9788,,S
415,1,1,"Moore, Miss. Helen",female,24.02,0,1,162405,111.0464,,C
416,1,1,"Jones, Mr. John",male,40.92,0,0,614683,24.2467,,S
417,1,1,"Johnson, Mrs. Alice",female,45.81,0,0,64546,26.1425,,S
418,0,3,"Taylor, Dr. Thomas",male,29.32,0,0,26505,19.9949,F22,S
419,1,1,"Taylor, Mrs. Anna",female,27.48,0,6,261767,74.3995,,S
420,0,3,"White, Mr. James",male,,0,0,182718,40.9476,D23,Q
421,1,3,"Davis, Miss. Emily",female,15.33,1,0,495811,40.8717,,C
422,1,1,"Miller, Mr. George",male,31.22,0,0,173916,34.5441,,S
423,1,1,"Taylor, Mr. Thomas",male,25.73,1,0,252012,91.5282,,C
424,0,1,"Miller, Mr. Thomas",male,54.92,0,0,106971,26.4501,,S
425,0,3,"Jackson, Miss. Helen",female,33.23,0,0,888040,19.7631,D120,S
426,0,3,"Brown, Rev. James",male,32.86,0,0,738120,36.1075,,C
427,0,1,"Harris, Major. Charles",male,54.21,0,0,225482,82.5477,,S
428,0,3,"Davis, Miss. Ida",female,,0,1,128935,8.7027,,S
429,1,1,"Davis, Miss. Alice",female,15.78,0,1,851747,98.324,,S
430,0,3,"Harris, Mr. Thomas",male,15.4,0,0,671511,22.615,,S
431,0,3,"Garcia, Rev. Frank",male,16.99,0,0,886989,22.7184,,Q
432,0,3,"Williams, Master. John",male,,0,0,186606,8.78,D126,S
433,1,3,"White, Miss. Florence",female,10.99,2,1,365186,7.1464,G116,S
434,0,3,"Williams, Mr. Frank",male,21.1,0,0,127126,14.3567,,S
435,1,1,"Martinez, Mrs. Mary",female,22.18,0,0,429116,56.7216,,Q
436,1,1,"Thompson, Mr. William",male,,0,1,170904,167.2807,,S
437,1,1,"Wilson, Mr. Edward",male,,0,0,14111,56.1875,C129,S
438,0,3,"Jones, Mr. John",male,31.25,0,0,513318,12.7559,,S
439,0,3,"Robinson, Mr. William",male,,0,0,979266,15.7535,F70,S
440,1,3,"Brown, Mrs. Emily",female,32.84,1,0,649027,3.2945,,S
441,0,3,"Jones, Mr. Edward",male,20.15,0,0,759356,7.6548,C141,S
442,0,1,"Johnson, Mr. George",male,65.57,0,0,813804,243.8917,D58,S
443,0,3,"Moore, Miss. Nora",female,28.05,0,2,972497,21.9692,,S
444,1,1,"Anderson, Mrs. Nora",female,,1,0,137276,55.595,,C
445,1,2,"Jones, Mrs. Alice",female,,1,1,258246,29.6563,,S
446,0,3,"Thompson, Master. John",male,2.37,3,0,620024,26.9832,,S
447,0,3,"Martinez, Mr. Edward",male,25.23,0,0,822836,10.2082,,S
448,0,3,"White, Miss. Elizabeth",female,23.42,0,2,776100,21.2598,,S
449,0,1,"Thompson, Mr. Henry",male,,0,0,730357,117.9757,,C
450,0,3,"Miller, Mr. George",male,51.14,1,0,319280,4.3806,,C
451,1,1,"Johnson, Mrs. Margaret",female,45.14,0,0,371188,62.8578,,C
452,0,3,"Brown, Mr. George",male,34.44,0,0,88918,33.5532,,S
453,0,3,"Anderson, Master. George",male,,0,1,320761,39.0411,,S
454,1,1,"White, Mrs. Nora",female,25.01,0,0,164386,135.4567,,S
455,0,1,"Brown, Mr. Robert",male,,0,0,938769,45.6407,,Q
456,1,1,"Jones, Mr. Thomas",male,40.25,0,0,100642,7.174,E42,S
457,0,3,"Johnson, Master. James",male,0.87,0,0,369775,6.6306,,Q
458,0,3,"Brown, Mr. Edward",male,22.66,1,0,888338,3.8381,,S
459,0,3,"Thomas, Mr. Thomas",male,25.18,0,0,956286,35.1905,,S
460,0,3,"Jones, Miss. Margaret",female,22.2,1,0,382934,2.1273,,C
461,1,3,"Thomas, Miss. Mary",female,,0,0,470764,4.495,,S
462,1,1,"Martinez, Mr. Henry",male,,1,1,528114,86.7179,,S
463,0,3,"Williams, Mr. Henry",male,22.7,0,0,823991,12.0706,,S
464,1,2,"Moore, Mrs. Margaret",female,31.18,2,0,771000,48.5842,,Q
465,0,3,"Martinez, Mr. George",male,,0,0,528870,18.4236,,S
466,0,3,"Jones, Rev. Henry",male,,0,0,377783,10.8362,,Q
467,0,3,"Harris, Mr. John",male,21.17,0,0,378655,27.6179,,S
468,1,3,"White, Mrs. Emily",female,,0,0,652610,8.8632,,S
469,0,1,"Miller, Mr. Charles",male,,0,0,836917,209.8057,,S
470,1,3,"Thompson, Miss. Anna",female,32.94,1,1,85912,5.8839,,S
471,0,2,"Harris, Mr. Henry",male,24.36,3,0,771151,17.5701,,Q
472,0,3,"Martinez, Mr. William",male,35.28,0,0,486096,1.4164,,C
473,0,1,"Miller, Mr. Thomas",male,50.73,0,4,153749,140.2597,,Q
474,0,1,"Taylor, Mr. George",male,,0,0,105553,83.1765,,Q
475,0,2,"Anderson, Mr. George",male,53.12,1,1,343672,51.2928,,S
476,0,2,"Jackson, Mr. Charles",male,18.74,1,0,255801,14.9117,,S
477,0,2,"Wilson, Mr. Charles",male,30.18,0,1,113071,4.8566,B7,C
478,0,3,"White, Mr. Henry",male,,3,0,300407,16.801,,S
479,0,3,"Thomas, Mr. Frank",male,,0,0,835375,7.8422,,C
480,0,2,"Moore, Mr. Edward",male,,1,0,720407,30.9489,C108,S
481,0,2,"Wilson, Mrs. Alice",female,10.69,4,0,216946,8.968,,S
482,0,1,"Johnson, Mr. Robert",male,39.2,1,0,677362,185.9036,,S
483,0,3,"Harris, Mrs. Mary",female,15.01,0,4,457181,12.7491,,S
484,1,2,"Jones, Miss. Helen",female,31.12,0,0,749608,16.2631,D6,S
485,0,1,"Garcia, Major. Charles",male,27.68,0,0,254816,177.7407,,S
486,1,2,"Moore, Miss. Florence",female,15.7,1,1,71137,34.5758,,S
487,0,3,"Martin, Mrs. Alice",female,,0,0,319713,6.7304,E4,S
488,0,1,"Brown, Mr. Charles",male,39.96,1,0,993974,138.9024,,S
489,0,3,"Miller, Mr. Frank",male,32.53,1,0,560279,19.5573,,S
490,0,3,"Williams, Mr. Frank",male,,0,0,63875,11.3428,,S
491,0,3,"Williams, Mr. Thomas",male,28.6,0,0,975640,21.4231,,C
492,0,3,"Jackson, Mr. John",male,31.31,0,0,827489,30.2304,D120,S
493,1,3,"Robinson, Miss. Florence",female,10.99,0,0,548262,11.599,,S
494,1,2,"Jackson, Mrs. Mary",female,13.27,0,0,742865,17.4011,,S
495,0,3,"Brown, Mr. Henry",male,,0,0,192922,11.1532,C92,S
496,0,3,"Taylor, Miss. Emily",female,,0,0,595843,6.5009,,S
497,0,2,"Robinson, Mr. Charles",male,,0,0,913860,17.2198,,S
498,0,3,"Wilson, Mrs. Ida",female,24.49,0,0,444468,10.5563,,S
499,1,2,"Johnson, Mr. Charles",male,28.83,0,0,48563,15.0945,,S
500,1,3,"Garcia, Mrs. Elizabeth",female,,0,0,759560,9.97,,S
501,0,3,"Davis, Mrs. Alice",female,21.04,0,0,732794,4.4837,,S
502,0,3,"Johnson, Mr. James",male,,0,0,742458,24.6949,B89,S
503,0,3,"Miller, Mr. Henry",male,,1,1,651941,7.6447,,S
504,0,3,"Jones, Miss. Helen",female,6.88,0,0,145806,31.3617,,S
505,0,3,"Moore, Mr. Edward",male,37.25,0,0,123396,5.4122,,C
506,0,3,"Davis, Mr. Henry",male,31.4,2,0,794705,36.14,,S
507,1,2,"Wilson, Miss. Helen",female,21.93,0,0,856579,13.781,G65,S
508,0,3,"Thompson, Master. Charles",male,4.43,0,1,87771,22.8422,,S
509,0,3,"White, Mr. John",male,,0,2,585214,13.4693,,S
510,1,1,"Taylor, Mr. William",male,,0,2,505540,24.0527,C8,S
511,1,1,"Robinson, Mr. Thomas",male,53.15,0,0,356542,25.2944,A100,C
512,1,3,"Martin, Miss. Nora",female,11.52,1,0,648630,7.1259,,C
513,1,1,"Robinson, Mr. Edward",male,36.9,1,0,915068,53.9509,,S
514,0,2,"Thomas, Mr. Robert",male,38.78,0,0,823471,17.7747,E69,S
515,0,2,"Thompson, Master. John",male,0.42,0,0,161562,23.409,D36,C
516,1,1,"Brown, Miss. Ida",female,51.44,0,0,468478,65.7926,,S
517,0,2,"Williams, Mr. John",male,14.63,0,0,936372,22.5167,,S
518,1,3,"Anderson, Mrs. Florence",female,,0,2,244489,16.8523,,C
519,1,1,"Smith, Mrs. Margaret",female,,1,0,855519,63.5567,C32,S
520,0,3,"Jones, Miss. Margaret",female,,1,0,495752,19.336,,S
521,0,3,"Brown, Miss. Emily",female,,0,1,526172,22.3912,,S
522,1,2,"Taylor, Miss. Nora",female,0.42,0,0,257705,25.6757,,S
523,1,1,"Smith, Miss. Helen",female,27.8,0,0,920088,109.4645,C17,S
524,0,3,"Martinez, Mr. Charles",male,26.8,0,0,533437,14.0947,,S
525,1,1,"White, Mrs. Alice",female,35.47,1,0,579125,160.3796,,S
526,0,2,"Thomas, Mr. Thomas",male,,0,0,467882,18.0847,C102,S
527,0,3,"Anderson, Mr. George",male,35.26,1,0,98414,7.234,,S
528,1,3,"Robinson, Miss. Alice",female,32.91,1,0,782698,12.3562,,C
529,0,3,"Brown, Mrs. Emily",female,,2,0,335305,3.9886,,S
530,1,2,"White, Miss. Elizabeth",female,6.0,0,0,247688,5.2989,,C
531,0,3,"Harris, Mr. James",male,19.08,0,0,784223,22.4642,,S
532,0,3,"Davis, Mr. Henry",male,30.41,1,1,207985,31.6989,,S
533,0,2,"Jackson, Mr. Frank",male,15.82,1,0,685919,14.1234,G77,S
534,0,3,"Jackson, Mr. John",male,33.21,0,0,479443,22.6107,,S
535,0,1,"Robinson, Mr. Robert",male,49.81,1,0,801944,11.3378,D8,S
536,1,1,"Martin, Mr. Thomas",male,,0,1,59999,105.4417,,C
537,0,3,"Jones, Master. Frank",male,0.42,0,0,776838,12.1225,,C
538,1,1,"Smith, Miss. Emily",female,21.38,1,0,237046,215.4692,,C
539,0,1,"Moore, Mr. James",male,,0,0,871916,66.6935,,S
540,1,3,"White, Miss. Nora",female,17.9,0,0,360167,5.0605,D135,S
541,1,3,"Johnson, Master. Henry",male,0.42,3,0,16920,3.075,,S
542,0,3,"Thompson, Mr. George",male,41.06,1,0,492752,12.3491,,S
543,1,3,"Martinez, Mr. William",male,,1,0,64187,14.0743,B43,C
544,0,3,"Harris, Mr. Frank",male,39.36,0,0,276742,10.3747,,C
545,1,1,"Thomas, Miss. Ida",female,,8,0,719515,140.7469,,S
546,0,2,"Garcia, Mr. Edward",male,,0,0,565029,44.0847,,C
547,0,2,"Thomas, Mr. Thomas",male,,0,0,711672,14.0024,,C
548,1,1,"Thomas, Mrs. Emily",female,47.07,0,0,879629,13.7844,,S
549,1,3,"Brown, Miss. Margaret",female,54.61,1,0,473324,15.1106,,C
550,1,2,"Martinez, Mr. Charles",male,42.62,1,2,548289,39.6663,,S
551,1,3,"Anderson, Master. Henry",male,4.46,1,1,67673,9.3905,,S
552,1,1,"Davis, Mr. Robert",male,43.81,0,1,293970,109.4512,,S
553,1,1,"Smith, Mr. Robert",male,52.84,0,0,726991,29.0118,,S
554,0,3,"Anderson, Mr. Edward",male,40.64,0,0,71361,14.8486,C34,S
555,0,1,"Davis, Mr. Charles",male,32.45,0,0,365627,110.8577,,Q
556,1,1,"Jones, Mrs. Ida",female,,0,0,145299,92.8891,C129,S
557,0,2,"Anderson, Mr. John",male,42.06,0,0,858788,61.7357,E128,S
558,0,3,"Jackson, Mr. William",male,58.44,1,0,565604,31.4457,,S
559,0,3,"Garcia, Mr. Robert",male,15.25,1,0,648024,20.1448,,S
560,1,3,"Garcia, Mrs. Emily",female,18.4,1,0,686871,24.8583,,C
561,1,1,"Williams, Mr. Edward",male,34.02,0,1,232064,90.587,,S
562,0,2,"Harris, Mrs. Alice",female,23.63,0,0,59171,17.5467,,Q
563,1,3,"Brown, Mrs. Alice",female,13.43,0,0,403794,8.6189,,S
564,0,3,"Jackson, Master. John",male,0.42,0,0,193694,4.6396,,S
565,0,3,"Davis, Mr. Edward",male,19.35,0,0,328774,32.4091,D58,S
566,0,3,"Thomas, Mr. Thomas",male,,0,2,325890,42.307,,S
567,0,3,"Jones, Mr. Edward",male,18.59,0,0,784184,12.5702,,Q
568,1,1,"Moore, Mrs. Elizabeth",female,,1,1,326575,78.0611,,S
569,1,2,"Robinson, Mr. Frank",male,30.17,0,1,159837,27.8446,,S
570,0,3,"Anderson, Mrs. Elizabeth",female,41.78,0,0,958821,10.9152,,S
571,0,2,"Garcia, Mr. James",male,,0,0,58579,7.768,C73,C
572,0,3,"Williams, Mr. John",male,,0,0,211732,3.8762,,S
573,0,3,"White, Mr. John",male,28.63,0,0,353790,41.342,,S
574,0,3,"Martin, Mrs. Anna",female,,0,0,71895,2.609,D64,C
575,0,3,"White, Miss. Helen",female,25.73,0,6,900437,15.564,B19,S
576,0,3,"Garcia, Mr. Robert",male,31.45,0,0,359484,2.9743,,S
577,0,3,"Johnson, Mr. Edward",male,29.76,1,1,784429,11.3283,,S
578,1,3,"Moore, Miss. Nora",female,,0,0,143097,9.3205,,S
579,0,3,"Brown, Mr. George",male,30.26,0,4,526409,3.4775,,Q
580,1,2,"Williams, Mrs. Alice",female,59.05,0,0,135316,28.5228,,S
581,0,3,"Smith, Mr. Edward",male,,0,0,239328,4.8706,C41,C
582,1,3,"Jackson, Mr. James",male,30.45,0,0,413375,3.039,,S
583,0,1,"Taylor, Mr. Charles",male,54.35,1,0,864083,125.8919,,S
584,0,2,"White, Rev. Charles",male,44.82,0,1,313326,13.9953,,S
585,0,3,"Taylor, Mr. Henry",male,25.15,0,0,757233,6.5893,,S
586,0,3,"Anderson, Master. Henry",male,0.42,0,0,100809,21.405,E26,S
587,1,1,"Garcia, Mrs. Ida",female,44.72,0,0,259023,28.5045,,S
588,0,2,"Robinson, Master. Frank",male,1.15,0,0,608259,3.465,,S
589,1,1,"Thomas, Mr. George",male,57.11,0,0,473572,172.7006,A39,C
590,1,1,"Jones, Mr. Henry",male,40.2,0,0,506682,230.711,,S
591,0,3,"White, Mr. Henry",male,,3,0,681499,11.1014,,C
592,0,2,"Harris, Mr. Charles",male,18.27,1,0,86328,16.4433,,S
593,0,2,"Miller, Master. Thomas",male,,8,0,698516,33.2922,F24,S
594,0,3,"Harris, Mr. Henry",male,28.39,0,2,864116,26.3009,G17,S
595,1,1,"Thomas, Mr. George",male,,1,0,768451,31.52,,C
596,1,2,"Smith, Miss. Mary",female,,0,0,291865,14.5382,,S
597,0,3,"Harris, Mr. Robert",male,26.1,0,0,357435,14.7016,D72,S
598,0,3,"Johnson, Mrs. Helen",female,60.98,8,0,961766,21.3771,,S
599,0,3,"Jackson, Mr. John",male,35.85,0,0,792079,19.8429,E50,S
600,0,3,"Taylor, Mr. Charles",male,,1,0,932222,17.6897,C6,C
601,1,3,"Smith, Miss. Emily",female,35.97,1,0,914343,26.2552,,S
602,0,3,"Wilson, Miss. Ida",female,44.23,0,0,439755,11.7132,,Q
603,1,3,"Williams, Miss. Ida",female,22.53,1,0,138134,32.605,B91,S
604,0,3,"Smith, Master. Edward",male,0.42,0,5,236281,7.8571,,S
605,0,3,"Martin, Mr. Charles",male,22.55,2,0,301253,20.0587,,S
606,0,3,"Miller, Miss. Anna",female,35.55,1,0,836503,8.8003,,S
607,1,3,"Davis, Master. Frank",male,12.39,0,0,283482,11.2258,G59,S
608,0,1,"Harris, Mr. John",male,35.71,0,0,367672,77.2326,E19,S
609,0,3,"Smith, Miss. Florence",female,16.01,0,0,852793,8.4083,E145,S
610,1,2,"Thomas, Mrs. Nora",female,49.53,0,0,171915,40.443,,S
611,1,3,"Martin, Mrs. Florence",female,,0,0,666977,9.1438,,S
612,0,3,"Thomas, Mr. Frank",male,33.47,1,0,556091,12.1201,D57,Q
613,0,3,"Taylor, Mr. Frank",male,33.08,0,0,984605,18.459,,S
614,1,3,"Brown, Miss. Ida",female,24.52,1,2,494507,53.1394,,S
615,0,2,"Garcia, Mr. Charles",male,32.57,0,0,526021,28.3275,E111,S
616,1,3,"Taylor, Mrs. Alice",female,9.59,0,1,851516,12.9266,D18,S
617,0,3,"Thompson, Master. John",male,,0,0,991767,1.9098,D44,S
618,1,2,"Davis, Mr. Frank",male,,1,2,731987,16.4597,C104,Q
619,1,1,"White, Miss. Elizabeth",female,,0,0,701098,44.4396,,S
620,0,1,"Williams, Mr. George",male,53.72,0,0,877377,58.9569,B72,C
621,0,3,"Jackson, Mr. Edward",male,,0,0,979928,8.655,,S
622,0,3,"Smith, Mr. James",male,45.41,1,0,737355,18.3304,,C
623,1,3,"Wilson, Mrs. Florence",female,12.03,0,0,299451,10.8228,,S
624,0,3,"Smith, Mrs. Anna",female,20.42,0,6,645752,5.883,,Q
625,0,3,"Moore, Mr. Robert",male,31.24,1,0,243820,22.8875,,S
626,0,2,"Harris, Mr. James",male,62.91,1,0,505174,6.3062,,S
627,1,3,"Garcia, Miss. Anna",female,,0,0,450017,12.4924,,S
628,0,1,"Moore, Mr. Thomas",male,52.55,0,1,987676,67.8138,,S
629,0,3,"White, Mr. Thomas",male,,0,1,558792,15.89,D42,S
630,0,3,"Smith, Master. Edward",male,,0,0,959572,26.4395,,S
631,0,3,"Johnson, Mr. Frank",male,35.26,1,0,810054,58.3955,C37,S
632,1,3,"Davis, Mrs. Helen",female,,0,0,850363,12.9203,,C
633,1,1,"Williams, Miss. Ida",female,34.9,0,0,177581,43.8449,,S
634,0,2,"Taylor, Miss. Florence",female,28.51,0,1,777565,9.8657,,C
635,1,1,"Thomas, Mr. James",male,58.71,0,0,258967,40.2683,,S
636,0,1,"Davis, Mr. Edward",male,33.39,0,0,581783,94.8979,,S
637,0,3,"Robinson, Master. Thomas",male,0.42,0,0,491293,1.447,,S
638,0,3,"Anderson, Mr. Robert",male,31.56,0,0,267155,3.9796,,S
639,0,3,"Taylor, Mr. Charles",male,15.91,5,1,985017,15.4877,,S
640,1,3,"Wilson, Mr. William",male,25.55,1,0,876683,23.666,,S
641,0,3,"Garcia, Mr. William",male,23.87,0,0,578505,23.7614,D69,S
642,0,3,"Smith, Mr. Edward",male,21.44,0,0,20707,13.3731,,S
643,1,1,"White, Miss. Margaret",female,48.27,0,2,191436,132.6231,G24,S
644,0,1,"Jackson, Mr. Thomas",male,,0,0,235165,164.0129,,S
645,0,3,"Martinez, Mr. Edward",male,18.28,0,2,972194,9.0358,,C
646,1,3,"Thomas, Mrs. Mary",female,33.89,1,0,409694,24.945,,S
647,0,1,"Anderson, Miss. Ida",female,30.02,0,1,56267,17.1363,,S
648,0,3,"Thompson, Mrs. Helen",female,4.09,0,0,590294,3.8747,,S
649,0,3,"Robinson, Mr. George",male,33.69,0,0,950930,9.4676,,C
650,1,1,"Williams, Miss. Alice",female,52.6,0,0,565269,14.9407,,S
651,0,2,"Davis, Mr. Henry",male,29.42,5,0,449571,27.743,,S
652,0,3,"Martin, Master. Charles",male,0.42,0,0,184057,7.9965,,C
653,0,3,"Wilson, Mr. John",male,34.18,1,0,880003,11.1497,,C
654,1,1,"Smith, Mr. William",male,,1,0,113750,70.3009,,S
655,0,3,"Jones, Mr. Robert",male,,0,0,934192,9.2812,D46,S
656,0,2,"Robinson, Mr. Frank",male,18.46,0,0,230105,9.7746,,S
657,1,3,"Thomas, Mrs. Anna",female,9.92,0,0,146783,17.9212,,S
658,0,2,"Thompson, Mr. Frank",male,24.26,1,2,355221,11.7607,A52,C
659,0,3,"Anderson, Mr. Charles",male,22.62,0,3,14911,11.351,,S
660,0,2,"Thomas, Mr. Henry",male,21.63,0,0,23913,23.9477,F143,S
661,0,2,"Harris, Mr. Charles",male,37.65,1,0,194610,39.8047,,S
662,0,3,"White, Mr. Thomas",male,,1,0,695530,25.2047,C92,S
663,0,1,"Davis, Mr. Thomas",male,,0,0,816322,51.732,,S
664,1,1,"Jackson, Mr. John",male,,0,1,255249,38.3029,,S
665,0,2,"Robinson, Miss. Emily",female,20.93,1,0,648077,45.2945,,S
666,1,3,"Wilson, Miss. Elizabeth",female,13.74,0,0,357890,7.8246,,S
667,1,3,"Martinez, Master. Henry",male,3.58,1,0,438629,17.4179,,S
668,0,3,"Smith, Mr. Frank",male,28.78,0,0,341552,2.2986,,S
669,1,2,"Williams, Miss. Elizabeth",female,25.39,0,1,892528,2.0942,,S
670,1,2,"Thomas, Miss. Elizabeth",female,0.42,1,0,516710,19.3193,C35,S
671,0,1,"Anderson, Mr. Charles",male,31.04,0,0,511179,62.5935,G110,C
672,1,3,"Thomas, Mrs. Ida",female,13.29,0,0,861200,20.6326,,Q
673,0,3,"Brown, Miss. Helen",female,45.48,0,2,660687,6.5975,,Q
674,1,3,"Jones, Miss. Mary",female,2.86,0,0,157895,15.1514,,S
675,0,3,"Moore, Master. William",male,6.26,1,1,196905,19.8777,,S
676,1,2,"Brown, Mr. Charles",male,44.43,0,2,347319,10.2103,C104,S
677,0,3,"Garcia, Mr. George",male,42.64,0,0,106903,9.4591,,S
678,0,3,"Harris, Mr. John",male,15.32,0,2,695107,4.6212,,S
679,0,1,"Johnson, Mr. William",male,29.78,3,0,500382,129.6518,,S
680,1,2,"Martin, Mr. Henry",male,,0,0,53789,27.0596,,S
681,1,1,"Williams, Master. Charles",male,7.75,3,0,406461,116.7339,,S
682,1,1,"Wilson, Master. Edward",male,13.8,1,0,831678,62.3953,B20,S
683,1,1,"Jones, Mrs. Alice",female,,0,0,907980,109.5522,,S
684,0,3,"Thompson, Mr. Charles",male,45.15,1,0,962205,10.8853,,S
685,1,3,"Martin, Mr. Frank",male,,1,0,923351,33.7179,,C
686,1,2,"Thomas, Miss. Elizabeth",female,31.31,0,0,611560,18.1851,,S
687,1,2,"Robinson, Miss. Elizabeth",female,44.74,0,0,927909,36.2562,,S
688,0,3,"Martinez, Miss. Nora",female,,1,0,956942,10.2205,,S
689,1,3,"Anderson, Miss. Ida",female,17.5,1,0,638933,29.1229,,S
690,0,3,"Harris, Miss. Helen",female,24.78,1,6,418930,6.2332,,S
691,0,2,"Johnson, Mr. John",male,53.69,8,2,966431,24.7538,,S
692,0,3,"Johnson, Master. James",male,5.21,0,0,420880,7.3124,,Q
693,1,1,"Thompson, Mr. John",male,51.36,1,0,174716,90.0346,,S
694,0,2,"Smith, Mr. Thomas",male,16.76,1,0,115186,11.7549,,S
695,1,3,"Miller, Miss. Ida",female,26.33,0,0,571773,12.1171,,S
696,0,3,"Robinson, Mr. George",male,21.85,0,0,45092,8.8019,,Q
697,0,3,"Martinez, Master. Thomas",male,12.55,0,0,127416,19.3913,,S
698,1,3,"Williams, Master. John",male,12.22,1,0,252059,17.0354,,Q
699,0,3,"Wilson, Mr. George",male,28.59,0,0,534529,7.1008,A117,S
